Data;DventoSI;DventoSG;Precipitacao;velocidadedovento;Njus;Nsv;Nsi;Nmon
23/12/2021;61,32;112,1;0;1,166667;1,0286;1,11;0,7033;1,0374
24/12/2021;53,39;112,3;0;4;1,3415;1,19;0,6055;1,4437
25/12/2021;49,76;111,5;0;1,433333;1,0161;1,32;0,4498;1,1392
26/12/2021;92,74;249,01;2,6;2,033333;;1;0,6786;0,9439
27/12/2021;173;174,83;0;1,8;;1,03;0,6202;0,8181
28/12/2021;256,63;240,5;0;2,933333;;1,1;0,5565;0,6126
29/12/2021;140,12;278,14;0;5,2;0,5914;1,23;0,3882;0,7729
30/12/2021;121,98;307,75;0;6;0,5601;1,33;0,2499;0,7784
31/12/2021;193,68;160,27;0;1,333333;0,5756;1,06;0,4986;0,7613
01/01/2022;139,61;259,31;5,2;2,133333;0,5699;1,12;0,439;0,7295
02/01/2022;171,43;162,22;0;2,166667;0,5796;1,13;0,3903;0,668
03/01/2022;217,21;208,02;0,4;2,233333;0,6379;1,07;0,4474;0,5872
04/01/2022;174,71;162,54;0;1,266667;0,4668;1,08;0,4335;0,6178
05/01/2022;178,91;162,77;5,4;1,733333;0,4788;0,53;0,7975;0,5171
06/01/2022;142,17;223,7;0;2,633333;0,4925;0,85;0,5575;0,5791
07/01/2022;62,3;185,04;0;3,133333;0,5349;0,96;0,4096;0,685
08/01/2022;151,82;159,53;0;4,633333;0,5495;1,03;0,306;0,7712
09/01/2022;201,79;142,32;0,3;4,966667;0,5691;1,15;0,1072;0,5512
10/01/2022;141,39;161,79;0;1,666667;0,5191;1,03;0,2888;0,3334
11/01/2022;209,11;193,25;0;1,4;0,508;0,96;0,3905;0,6201
12/01/2022;196,61;207,58;0;2,733333;0,5387;0,8;0,4389;0,5141
13/01/2022;120,54;132,37;0;2,4;0,5894;0,9;0,3266;0,8204
14/01/2022;66,44;97,86;0;2,5;0,6564;1,04;0,1966;0,8964
15/01/2022;104,25;87,04;0;3,833333;0,7068;0,91;0,331;0,8902
16/01/2022;149,13;147,67;6,2;1,466667;0,5949;1;0,3741;0,8039
17/01/2022;146,42;140,95;37,9;2,066667;0,4716;0,87;0,3954;0,7447
18/01/2022;111,56;148,58;8,3;1,266667;0,4965;0,77;0,511;0,688
19/01/2022;205,69;198,09;0;3,266667;0,6307;0,96;0,3712;0,7499
20/01/2022;268,93;252,56;0;2,833333;0,6702;0,88;0,403;0,8819
21/01/2022;254,2;245,67;7;2,3;0,8748;1,08;0,1924;0,836
22/01/2022;213,14;193,75;0;1,633333;0,9255;0,93;0,337;1,1075
23/01/2022;233,13;213,36;10,4;1,233333;1,4013;0,84;0,4134;1,5227
24/01/2022;271,51;259,77;5,2;2,033333;1,0633;0,86;0,436;1,168
25/01/2022;255,14;246,76;7,8;1,666667;;0,88;0,385;0,85
26/01/2022;199,9;153,69;0;2,766667;;0,84;0,4753;0,8163
27/01/2022;38,72;166,66;0,6;3;;0,55;0,7403;0,6648
28/01/2022;73,71;169,48;0;3,3;0,7577;0,83;0,4985;0,8541
29/01/2022;149,62;219,19;0;3,2;0,7284;0,92;0,435;0,8086
30/01/2022;163,43;147,95;0;4,033333;0,7695;1,06;0,2953;0,9938
31/01/2022;168,43;219,42;0;3,033333;0,6857;1;0,4636;0,8842
01/02/2022;145,59;133,97;0;2,033333;0,5965;0,92;0,5815;0,7664
02/02/2022;207,03;190,58;0;4;0,8271;1,11;0,4233;0,9027
03/02/2022;252,36;236,69;0;4,233333;0,8101;1,15;0,4243;0,923
04/02/2022;245,02;228,05;42,9;1,233333;0,9098;0,99;0,5316;0,8391
05/02/2022;137,36;134,32;1,1;1,633333;0,9126;0,98;0,595;0,8004
06/02/2022;252,68;236,07;3,4;3,3;0,8866;0,83;0,7738;0,8057
07/02/2022;167,29;186,59;0,2;4,3;0,8494;0,68;0,8673;0,7566
08/02/2022;69,29;128,24;0;2,366667;0,8211;0,81;0,7284;0,7475
09/02/2022;152,24;76,4;0;1,8;0,8042;0,98;0,551;0,8135
10/02/2022;197,65;185,67;0;4,7;0,8498;1,09;0,4109;0,9456
11/02/2022;57,88;74,89;0;4,033333;0,8479;1,18;0,3174;0,8334
12/02/2022;98,56;174,56;0;1,9;0,7905;1,06;0,4645;0,863
13/02/2022;55,34;30,36;0;3,433333;0,8092;0,77;0,8233;0,9198
14/02/2022;87,39;145,15;0;3,2;0,8425;0,87;0,6417;1,0292
15/02/2022;100,09;57,89;0;1,4;0,9388;0,94;0,5691;1,0082
16/02/2022;87,04;106,69;0;3,133333;0,5959;1,05;0,4098;0,7497
17/02/2022;202,39;157,08;0;2,066667;0,4801;0,95;0,4964;0,7095
18/02/2022;45,67;109,56;0;3,2;0,5366;0,89;0,5436;0,805
19/02/2022;66,02;127,09;0;2,933333;0,5481;0,99;0,4079;0,6282
20/02/2022;117,1;147,59;0;2,866667;0,7678;1,06;0,3857;0,8323
21/02/2022;195,51;206,76;0;1,133333;0,8712;0,99;0,4578;0,9285
22/02/2022;272,06;259,08;0;2,7;0,9342;0,75;0,6688;1,0612
23/02/2022;227,25;160,47;0;2,533333;1,6163;0,77;0,6066;1,7371
24/02/2022;185,79;150,75;0;3,8;1,0897;1,01;0,328;1,1817
25/02/2022;169,65;162,46;0;1,2;;0,96;0,1744;1,032
26/02/2022;175,26;172,48;0;3,066667;;0,93;0,147;0,847
27/02/2022;155,56;150,71;0;1,9;;1,11;0,0449;0,6911
28/02/2022;185,71;182,46;41,2;1,966667;0,9511;0,88;0,2078;0,9184
01/03/2022;214,76;199,09;1;1,633333;0,9823;0,78;0,3291;0,7611
02/03/2022;197,78;178,1;0;1,866667;0,9691;0,94;0,2012;0,8063
03/03/2022;126,77;178,1;0;1,9;0,9784;0,83;0,2702;0,8284
04/03/2022;206,05;171,56;0;1,9;0,9024;0,94;0,1544;0,9255
05/03/2022;259,57;246,38;0;2,833333;0,8831;0,95;0,1555;0,9974
06/03/2022;249,68;217,83;23,9;1,966667;1,0377;0,87;0,2463;0,8478
07/03/2022;86,42;61,99;0;2,533333;1,0152;1,04;0,1914;0,8826
08/03/2022;245,03;227,5;15,6;2,6;1,0161;0,88;0,3053;0,8526
09/03/2022;164,43;238,52;0;2,966667;1,027;1,01;0,1589;1,0409
10/03/2022;78,2;164,19;26,3;4,133333;1,0455;0,78;0,3145;1,0016
11/03/2022;129,12;78,93;0,4;2,333333;1,0239;0,71;0,4974;0,9863
12/03/2022;165,35;89,23;0;2,566667;0,939;0,83;0,3609;1,1059
13/03/2022;180,39;210,23;0;2,533333;1,0432;0,89;0,2997;0,9868
14/03/2022;130,41;108,55;0,6;1,233333;1,0874;0,86;0,3512;0,9006
15/03/2022;87,87;96,84;1,1;2,066667;1,0065;0,93;0,3056;1,0533
16/03/2022;203,29;224,12;0;4,966667;0,8803;0,98;0,1469;1,0607
17/03/2022;104,07;69,16;0;2,866667;1,0425;1,07;0,152;1,0826
18/03/2022;82,04;69,61;0;3,3;0,4886;0,77;0,37;0,6686
19/03/2022;79,41;150,46;22,3;4,533333;0,5159;0,41;0,7773;0,7727
20/03/2022;40,79;111,65;0;2,8;0,5456;0,73;0,4688;0,7068
21/03/2022;49,21;157,74;0;4,566667;0,6571;1,02;0,0985;0,6138
22/03/2022;142,41;194,03;0;4,833333;0,7994;1,14;-0,052;0,8322
23/03/2022;261,67;243,6;1,3;2,766667;0,7151;0,93;0,1507;0,7999
24/03/2022;207,62;217,25;6,5;2,266667;0,9241;0,92;0,2361;1,1045
25/03/2022;112,74;164,76;0;3,066667;1,7395;0,97;0,2557;1,8638
26/03/2022;28,77;130,69;0;2,933333;0,9932;0,89;0,2699;1,1036
27/03/2022;167,55;198,16;0;3,066667;;0,83;0,3204;0,9111
28/03/2022;84,04;73,07;0;1,533333;;0,84;0,2636;0,8258
29/03/2022;74,71;89,54;0;2,7;;1,01;0,0758;0,5897
30/03/2022;90,42;91,76;14,8;4,9;1,0495;0,55;0,6216;1,1643
31/03/2022;122,51;86,73;0;3,466667;1,0574;0,54;0,5766;1,2061
01/04/2022;42,51;45,5;0;2,466667;1,045;0,72;0,3684;1,2184
02/04/2022;38,79;141,37;0;3;1,2094;0,83;0,2027;1,337
03/04/2022;204,32;219,46;3,5;3;1,3665;0,95;0,0519;1,4841
04/04/2022;229,44;220,46;2,7;2,633333;1,4688;0,73;0,3109;1,5735
05/04/2022;105,51;185,74;0;0,9;1,4804;0,81;0,2475;1,5963
06/04/2022;79,61;175,03;0;2,6;1,452;0,88;0,1525;1,5447
07/04/2022;85,17;48,61;0;2,8;1,3684;0,88;0,1439;1,468
08/04/2022;213,34;194,52;0;2,7;1,366;0,81;0,21;1,4513
09/04/2022;194,34;169,6;0,2;2,666667;1,3842;0,84;0,2031;1,4617
10/04/2022;90,66;48,85;0;3,066667;1,3683;0,89;0,0972;1,4461
11/04/2022;70,04;126,49;0;2,466667;1,3444;0,98;0,0032;1,4263
12/04/2022;65,08;89,64;0;2,3;1,3233;0,71;0,3131;1,4075
13/04/2022;61,53;144,65;0;2,766667;1,2825;0,71;0,3054;1,3832
14/04/2022;134;110;0;4,633333;1,2817;0,52;0,4528;1,3814
15/04/2022;100,38;124,92;0;2,6;1,2257;0,62;0,3633;1,3494
16/04/2022;243,12;295,42;0;2,066667;1,3063;0,73;0,2477;1,3936
17/04/2022;114,44;89,46;1,2;2,633333;1,3334;0,75;0,1934;1,4129
18/04/2022;53,16;122,31;0;2,366667;0,5539;0,79;0,1259;0,5645
19/04/2022;125,05;93,56;1;1,366667;0,5342;0,81;0,1423;0,7313
20/04/2022;47,51;89,56;0;2,333333;0,5509;0,88;0,1282;0,8127
21/04/2022;123,71;128,9;0;1,866667;0,6612;0,85;0,3271;0,6952
22/04/2022;215,89;189,22;0;1,266667;0,8264;0,74;0,4474;0,7672
23/04/2022;47,45;195,26;22,1;3,566667;0,8259;0,61;0,6447;0,8107
24/04/2022;221,54;204,86;0;4,566667;0,9926;0,85;0,3051;1,1167
25/04/2022;213,8;210,78;0;4,133333;1,6872;1,03;0,1074;1,8096
26/04/2022;80,03;119,26;39,7;2,4;1,011;0,81;0,397;1,1205
27/04/2022;182,39;187,96;0;3,133333;;0,94;0,3221;0,9199
28/04/2022;166,59;171,6;67,4;3,366667;;0,81;0,5694;0,7995
29/04/2022;49,27;145,1;14,6;3,2;;0,67;0,7339;0,6662
30/04/2022;35,63;113,77;0;1,666667;1,379;0,86;0,5633;1,4645
01/05/2022;53,69;147,99;0;2,133333;1,3372;0,83;0,6139;1,4265
02/05/2022;180,41;172,03;0;2,966667;1,3339;0,78;0,6376;1,4293
03/05/2022;120,34;134,86;0,6;2,133333;1,2854;0,87;0,5843;1,4105
04/05/2022;195,92;178,89;1,2;2,4;1,3391;0,87;0,62;1,4339
05/05/2022;181,21;183,65;0;1,233333;1,2875;0,89;0,6225;1,4301
06/05/2022;45,46;120,73;0;1,033333;1,2622;0,95;0,5752;1,404
07/05/2022;54,9;72,79;0;1,066667;1,2824;0,95;0,5819;1,3917
08/05/2022;61,62;29,65;0;1,3;1,256;1,01;0,5234;1,3652
09/05/2022;106,43;129,85;0;1,533333;1,2427;0,95;0,5908;1,3522
10/05/2022;64,88;79,32;0;1,2;1,2193;0,92;0,6254;1,3255
11/05/2022;55,91;97,87;1;3,566667;1,1809;0,74;0,8036;1,2915
12/05/2022;138,27;151,54;0;2,366667;1,1796;0,81;0,7405;1,286
13/05/2022;189,92;170,47;0;1,333333;1,1411;0,94;0,5938;1,2533
14/05/2022;56,73;47,1;0;1,866667;1,148;0,96;0,5617;1,254
15/05/2022;143,82;116,71;0;4,033333;1,1336;0,78;0,786;1,2733
16/05/2022;166,28;182,55;1;4,466667;1,1585;0,71;0,845;1,2805
17/05/2022;211,56;194,94;0,1;6,966667;1,1256;0,31;1,1082;1,2363
18/05/2022;107,51;98,88;11,6;3,866667;1,1108;0,28;1,1231;1,229
19/05/2022;75,41;155,37;5,4;4,566667;0,4841;0,72;0,7768;0,3424
20/05/2022;198,26;nan;0;1,466667;0,4945;0,9;0,5947;0,7279
21/05/2022;194,3;nan;0;2,033333;0,6533;0,93;0,5629;0,7001
22/05/2022;143,24;nan;0;1,233333;0,5644;0,91;0,5679;0,6875
23/05/2022;63,84;nan;0;1,6;0,7685;0,95;0,5229;0,8473
24/05/2022;51,82;nan;0;1,433333;0,9001;0,96;0,5112;0,905
25/05/2022;45,68;nan;0;3,133333;0,9947;0,9;0,5664;1,1249
26/05/2022;154,13;nan;5;2,066667;1,5934;0,73;0,7078;1,7107
27/05/2022;191,71;nan;8,4;1,7;1,0178;0,91;0,6076;1,1878
28/05/2022;154,82;nan;3,1;1,8;;0,88;0,6664;0,9705
29/05/2022;199,17;nan;23,2;3,766667;;0,81;0,7639;0,7283
30/05/2022;216,83;nan;0;3,633333;;0,7;0,8804;0,6392
31/05/2022;175,73;nan;0;1,966667;0,9398;0,76;0,817;1,0662
01/06/2022;71,2;nan;0;2,6;0,9734;0,9;0,685;1,0964
02/06/2022;109,34;nan;0;3,1;;0,78;0,7836;0,8838
03/06/2022;203,36;nan;0;2,033333;;0,82;0,7879;0,9521
04/06/2022;152,2;nan;0;2,5;;1,01;0,5401;0,903
05/06/2022;129,65;nan;0,7;1,1;;0,98;0,6059;0,9644
06/06/2022;94,88;72,03;0,9;1,566667;;0,92;0,6832;0,8526
07/06/2022;75,68;49,84;0,2;1,433333;;0,95;0,6685;0,8824
08/06/2022;62,64;69,41;0;1,633333;;0,99;0,6162;0,9571
09/06/2022;206,11;184,42;0;1,2;;0,96;0,6694;0,9998
10/06/2022;45,43;74,47;0;4,4;0,323;0,7;0,9778;0,538
11/06/2022;167,4;228,99;0;5,466667;0,5465;0,61;1,0198;0,6768
12/06/2022;235,55;213,49;0;3,8;0,4949;0,69;0,9221;0,7268
13/06/2022;90,53;106,9;0;1,5;0,5729;0,9;0,6871;0,5624
14/06/2022;168,72;146,45;0;2,233333;0,835;1;0,5563;0,8744
15/06/2022;229,67;220,14;0;1,366667;0,68;0,97;0,5928;0,8716
16/06/2022;63,65;139,54;0;1,233333;0,8623;0,96;0,615;1,0011
17/06/2022;73,36;113,34;34,2;3,733333;1,4778;0,9;0,7354;1,6054
18/06/2022;92,15;155,53;0;2,8;1,0316;0,81;0,8425;1,1718
19/06/2022;178,21;223,97;0;1,7;;1;0,6227;1,0135
20/06/2022;138,67;110,61;0;1,133333;;0,95;0,6552;0,6898
21/06/2022;81,54;47,21;0;1,633333;;0,95;0,6352;0,7052
22/06/2022;177,83;188,45;2,7;2,466667;;0,77;0,8004;0,8855
23/06/2022;118,59;100,64;23;1,8;;0,92;0,7552;1,0336
24/06/2022;83,81;58,59;0;2,066667;;0,92;0,755;1,041
25/06/2022;78,52;49,55;0,1;2,7;;0,82;0,9015;1,004
26/06/2022;84,1;49,65;0;1,9;;0,96;0,7348;0,951
27/06/2022;149,06;122,97;0;0,866667;;1,01;0,6765;1,0879
28/06/2022;143,35;175,2;25,9;2,533333;;0,96;0,829;0,9457
29/06/2022;183,77;188,83;24,9;3,033333;;0,95;0,877;0,8522
30/06/2022;85,07;102,58;0;1;;1,05;0,7919;0,9433
01/07/2022;56,71;66,9;0;4,3;;1,15;0,7162;0,9294
02/07/2022;104,7;94,42;0;1,833333;;1,14;0,7616;0,8943
03/07/2022;242,45;236,73;0;2,266667;;1,09;0,8342;0,8387
04/07/2022;208,37;192,48;0;2,5;;1,14;0,7921;0,8287
05/07/2022;143,38;217,15;33,6;1,833333;;1,1;0,9168;0,9137
06/07/2022;244,09;211,73;28,9;2,3;;1,24;0,8059;0,8146
07/07/2022;190,18;172,5;17,8;2,066667;;1,19;0,9295;0,8474
08/07/2022;55,04;125,32;0;2,366667;;1,2;0,9284;0,8118
09/07/2022;49,91;39,92;1,8;2,366667;;1,61;0,7374;0,9238
10/07/2022;171,14;182,89;16,5;2,533333;;1,56;0,8137;1,1028
11/07/2022;78,16;236,31;0;3,833333;0,3268;1,26;1,2407;0,6674
12/07/2022;230,13;212,78;41,3;2,966667;0,5328;1,16;1,5504;0,563
13/07/2022;256,45;241,72;0;2,233333;0,6736;1,66;1,1698;0,8856
14/07/2022;143,08;223,3;0;3,633333;0,5864;1,81;1,1429;0,4112
15/07/2022;154,3;167,76;50,2;3,333333;0,7724;1,86;1,2776;0,9699
16/07/2022;154,82;148,32;27,9;3,133333;0,8006;1,67;1,5993;0,9472
17/07/2022;112,23;95,48;28,6;2,366667;0,9782;1,82;1,8252;1,1904
18/07/2022;71,05;42,22;0;1,3;1,4249;2,11;1,721;1,5322
19/07/2022;67,35;106,17;0;1,233333;1,0254;2,15;1,8374;1,1384
20/07/2022;49,64;63,82;0;1,9;;2,31;1,8058;1,0168
21/07/2022;258,58;296,04;0;1,366667;;2,31;1,8724;0,7319
22/07/2022;243,38;241,66;0;1,766667;;2,34;1,9304;0,7121
23/07/2022;210,45;196,99;0,4;1,766667;;2,39;1,9402;0,8175
24/07/2022;105,21;147,96;0;1,033333;;2,18;1,9521;0,759
25/07/2022;37,98;106,72;0,7;2,266667;;2,27;1,9663;0,6207
26/07/2022;49,75;30,12;0;3,066667;;2,45;1,9078;0,7589
27/07/2022;43,98;103,72;0;2,233333;;2,47;1,9455;0,6224
28/07/2022;96,6;259,9;0;4;;2,43;2,0573;0,6651
29/07/2022;210,92;215,44;20,2;4,066667;;2,48;2,3056;0,6722
30/07/2022;163,04;177,24;0;1,4;;2,51;2,0256;0,6615
31/07/2022;109,91;191,09;0;1,633333;;2,33;1,9912;0,7071
01/08/2022;77,2;180,88;0;1,1;;2,32;2,0346;0,7267
02/08/2022;61,7;107,03;0;2,666667;;2,54;1,9842;0,6779
03/08/2022;70,81;39,11;16,6;1,866667;;2,51;1,9675;0,5336
04/08/2022;67,44;32,13;52,5;4,633333;;2,56;2,1693;0,6705
05/08/2022;61,82;29,41;16,5;2,533333;;2,53;2,3387;0,7041
06/08/2022;55,92;25,78;0;2,733333;;2,56;2,2054;0,6932
07/08/2022;147,05;188,24;0;3,666667;;2,64;2,2893;0,7488
08/08/2022;126,58;117,4;0;3,066667;;2,71;2,2837;0,6831
09/08/2022;181,2;171,8;0;3;;2,66;2,3042;0,6496
10/08/2022;195,03;196,81;0;2,8;0,3699;2,66;2,3302;0,6868
11/08/2022;204,08;200,81;0;2,1;0,6099;2,63;2,2144;0,7065
12/08/2022;240,15;222,85;0;2,3;0,6794;2,59;2,1096;0,9099
13/08/2022;237;216,78;0;1,6;0,5396;2,68;2,1412;0,7772
14/08/2022;34,09;167,72;0;2,633333;0,7814;2,29;2,1185;0,9773
15/08/2022;87,86;216,7;1,9;1,7;0,8697;2,45;2,0995;0,9809
16/08/2022;183,09;181,38;14,7;2,633333;1,0942;2,58;2,198;1,2825
17/08/2022;74,68;42,7;0,2;2,266667;1,4084;2,55;2,0202;1,4952
18/08/2022;170,86;208,96;0;4,8;1,0071;2,49;2,4433;1,1106
19/08/2022;197,08;180,1;0;2,9;;2,55;2,2393;0,8818
20/08/2022;113,03;149,26;0;1,866667;;2,5;2,0432;0,7776
21/08/2022;128,09;209,37;0;1,7;;2,49;2,0702;0,6973
22/08/2022;182,89;166,41;0;2;;2,47;2,0813;0,7647
23/08/2022;131,89;132,85;0;2,266667;;2,43;1,9858;0,6645
24/08/2022;85,45;48,44;0;0,733333;;2,12;2,0021;0,6275
25/08/2022;53,14;37,2;0;1,7;;2,32;1,9908;0,7705
26/08/2022;81,2;51,44;4,1;2,133333;;2,42;1,9808;0,7046
27/08/2022;87,15;47,33;0;1,933333;;2,46;1,9586;0,5355
28/08/2022;61,36;28,03;11,8;3,1;;2,38;2,3062;0,3677
29/08/2022;56,18;37,53;0;1,533333;;2,12;2,083;0,5334
30/08/2022;125,87;247,25;0;3;;2,2;1,9052;0,5578
31/08/2022;174,5;161,2;0;2,9;;2,34;1,8255;0,4433
01/09/2022;160,37;161,35;0;1,9;;2,35;1,8791;0,277
02/09/2022;141,76;137,14;12,7;4,066667;;2,39;2,0885;0,3193
03/09/2022;155,9;137,6;0,3;2,9;;2,31;2,0636;0,6978
04/09/2022;192,26;172,28;0;1,533333;;2,31;1,8635;0,7169
05/09/2022;88,66;228,25;0;2,366667;;2,01;1,8251;0,5828
06/09/2022;145,52;165,94;0;2,3;;2,03;1,746;0,5771
07/09/2022;87,32;67,18;2;1,8;;2,2;1,8005;0,694
08/09/2022;163,39;153,67;0;2,566667;;2,19;1,7653;0,5331
09/09/2022;41,48;316,85;0;null;;2,01;2,0081;0,4566
10/09/2022;225,2;211,08;4;3,966667;;2,02;2,0482;0,6071
11/09/2022;166,33;201,64;0;2,033333;;2,1;1,8116;0,4124
12/09/2022;196,95;206,06;0;1,533333;;2,22;1,7358;0,1259
13/09/2022;160,8;179,46;0,7;4,366667;;2,33;1,876;0,7141
14/09/2022;85,4;129,15;0,4;3,133333;;2,41;1,8617;0,3494
15/09/2022;147,39;146,85;3,4;2,166667;;2,14;1,7373;0,426
16/09/2022;171,8;170,65;0;4,8;;1,98;1,5732;0,6791
17/09/2022;118,05;140,55;0;4,966667;;2;1,4228;0,5702
18/09/2022;72,57;120,58;0;5,033333;;1,72;1,3377;0,682
19/09/2022;93,51;94,57;2,4;1,333333;;1,83;1,603;0,4767
20/09/2022;90,52;62,25;0;2,6;;2,05;1,6976;0,408
21/09/2022;85,61;44,78;0;2,133333;;2,11;1,6467;0,3845
22/09/2022;74,17;32,45;15,7;6,3;;2,07;1,9813;0,2952
23/09/2022;167,32;131,91;8,5;3,966667;;1,94;1,9015;0,2627
24/09/2022;230,88;168,39;0;2,4;;1,87;1,5927;0,1875
25/09/2022;178,41;151,32;0;3,933333;;1,92;1,4586;0,149
26/09/2022;96,6;106,83;0;1,966667;;1,97;1,509;0,4748
27/09/2022;68,77;100,66;0;3,133333;;1,9;1,5916;0,473
28/09/2022;64,06;86,27;0;2,466667;;1,88;1,5697;0,4517
29/09/2022;77,67;111,33;0;4,4;;1,75;1,5217;0,3063
30/09/2022;134,74;158,65;0;3,766667;;1,83;1,4485;0,1548
01/10/2022;197,41;186,05;11,1;2,7;;1,95;1,517;0,2295
02/10/2022;147,82;138,52;0,5;1,1;;1,96;1,4908;0,3878
03/10/2022;90,86;146,75;4,2;3,6;;1,66;1,5494;0,539
04/10/2022;219,6;245,69;0;2,833333;;1,88;1,4735;0,4508
05/10/2022;142,12;151,45;0;3,466667;;1,58;1,2677;0,3461
06/10/2022;104,11;173,85;3;3,3;;1,73;1,2438;0,4243
07/10/2022;184,87;166,56;15,9;4,2;;1,8;1,6035;0,3883
08/10/2022;169,66;186,42;0;4,766667;;1,7;1,353;0,0615
09/10/2022;113,15;181,87;2;3,3;;1,6;1,6435;0,4469
10/10/2022;55,84;112,52;0;3,133333;;1,63;1,3227;0,4094
11/10/2022;249,61;242,39;3,6;2,633333;;1,84;1,2525;0,4158
12/10/2022;47,18;234,33;1,8;1,966667;;1,52;1,3899;0,6425
13/10/2022;198,52;225,47;0;3,333333;;1,62;1,3678;0,0273
14/10/2022;170,29;146,08;0;3,533333;;1,81;1,3648;0,2279
15/10/2022;59,03;208,24;0;4,2;;1,75;1,1039;0,496
16/10/2022;248,59;241,48;1;3,633333;;1,69;1,297;0,1856
17/10/2022;220,22;224,54;1;3,966667;;1,6;1,267;0,5036
18/10/2022;153,69;128,97;3,5;5;;1,63;1,055;0,7241
19/10/2022;95,37;101,92;4,4;3,033333;;1,44;1,1083;0,3502
20/10/2022;132,55;131,69;0,2;3,433333;;1,65;1,145;0,2356
21/10/2022;53,56;103,99;36,2;2,3;;1,73;1,2394;0,2892
22/10/2022;57,58;79,37;5,1;2,433333;;1,88;1,2022;0,2258
23/10/2022;63,28;108,23;4,6;2,633333;;1,5;1,2434;0,075
24/10/2022;239,81;220,84;0;3,266667;;1,61;1,0973;0,0698
25/10/2022;231,03;202,82;0;5,766667;;1,59;0,9699;0,2338
26/10/2022;88,84;74,97;0;4,3;;1,37;0,8471;0,3521
27/10/2022;44,39;175,2;0,1;4,233333;;0,85;1,2264;0,2967
28/10/2022;179,92;167,69;0;1,733333;;1,25;1,0388;0,0655
29/10/2022;202,12;194,82;0;2,666667;;1,44;1,0157;0,6447
30/10/2022;52,1;159,13;0;3,3;;1,39;1,1483;0,4276
31/10/2022;82,06;152,94;9,2;4,5;;1,42;1,7304;0,1457
01/11/2022;107,88;118,12;0;3,766667;;1,46;1,3425;0,2444
02/11/2022;182,23;290,95;0;2,033333;;1,47;1,0522;0,3159
03/11/2022;38,69;40,53;0;3,266667;;1,45;1,0533;0,3463
04/11/2022;139,04;159,96;0;3,033333;;1,41;0,9846;0,5244
05/11/2022;60,68;64,2;0;4,533333;;1,41;0,8877;-0,0298
06/11/2022;47,6;121,26;0;4,1;;1,42;0,8619;-0,1005
07/11/2022;37,55;156,37;0;3,9;;1,47;0,8615;-0,1587
08/11/2022;54,73;248,26;0;3,866667;;1,42;0,8734;-0,2016
09/11/2022;104,69;240,51;0;3,233333;;1,47;0,8358;0,0087
10/11/2022;144,44;149,76;0;3,433333;;1,44;0,7944;0,289
11/11/2022;120,57;184,54;0;3,533333;;1,15;0,7397;0,2067
12/11/2022;186,25;219,75;0;3,9;;1,26;0,7628;0,2882
13/11/2022;203,45;151,89;0;0,4;;1,29;0,6883;0,406
14/11/2022;79,1;71,71;6,7;3,7;;1,29;0,7229;0,2938
15/11/2022;66,4;54,79;0,6;5,166667;;1,54;1,0372;0,0583
16/11/2022;119,38;137,04;0;2,933333;;1,55;0,8688;0,2646
17/11/2022;69,54;272,93;0;2,533333;;1,33;0,782;0,1273
18/11/2022;223,22;208,8;0;3,966667;;1,1;0,7333;0,3753
19/11/2022;156,18;132,26;0;4,833333;;1,19;0,4633;0,5368
20/11/2022;55,4;107,44;0;5,1;;1,29;0,4543;0,1454
21/11/2022;154,08;192,21;0;2,633333;;1,23;0,6542;0,1682
22/11/2022;121,43;128,61;17,8;2,066667;;1,26;0,846;0,3741
23/11/2022;153,04;209,88;14;1,633333;;1,29;0,7916;0,2737
24/11/2022;164,43;219,61;0;3,033333;;1,34;0,6217;0,4998
25/11/2022;213,21;204,12;0;3,2;;1,39;0,6147;0,6293
26/11/2022;164,46;182,76;0;3,7;;1,41;0,5684;0,1952
27/11/2022;140,23;184,22;0;4,8;;1,36;0,5307;0,3859
28/11/2022;131,94;139,3;0;4,5;;0,96;0,4827;0,2591
29/11/2022;261,7;246,04;0;5,2;;1,04;0,4291;0,4599
30/11/2022;63,78;158,76;0,3;4,733333;;1,05;0,362;0,6443
01/12/2022;136,1;86,98;0,5;3,4;;1,05;0,417;0,6136
02/12/2022;188,9;168,68;0,8;2,8;;1,07;0,7471;0,4787
03/12/2022;188,43;174,5;0,8;2;;1,08;0,6604;0,3837
04/12/2022;159,87;150,58;0,5;2,266667;;1,17;0,6171;0,3677
05/12/2022;145,15;157,66;0;2,533333;;1,06;0,595;0,6175
06/12/2022;203,64;194,66;0;3,3;;0,97;0,5342;0,3613
07/12/2022;268,16;255,96;0;2,6;;1,06;0,4786;0,5111
08/12/2022;277,34;258,24;0;3,866667;;0,78;0,4295;0,6178
09/12/2022;226,47;203,42;0;3,133333;;0,75;0,4331;0,2481
10/12/2022;93,73;119,88;0;1,9;;0,97;0,48;0,1939
11/12/2022;90,34;154,27;0;3,4;;0,93;0,4416;0,273
12/12/2022;110,76;137,2;0;4,566667;;0,53;0,6452;0,207
13/12/2022;74,89;57,58;0,4;3,033333;;0,85;0,6922;0,0656
14/12/2022;50,41;166,42;0;3,966667;;0,97;0,4171;0,2344
15/12/2022;178,93;212,06;0;2,833333;;1,01;0,4554;0,4498
16/12/2022;234,14;197,5;0;3,333333;;0,9;0,7612;0,2907
17/12/2022;197,73;213,1;0;4,533333;;0,89;0,4293;0,1143
